Source,Study_ID,Publication_status,ISO3,Country_Territory,Longitude_decimal_degrees,Latitude_decimal_degrees,Biogeographic_region,Coastal_typology,Mean_diameter_cm,Mean_canopy_heigth_m,Stand_basal_area_m2.ha,Stand_density_stems.ha,Aboveground_biomass_Mg.ha,Number_of_species_in_plot,Notes
Cordeiro & Costa 2010,1048_1,Published,BRA,Brazil,-46.410194,-23.97909167,Atlantic East Pacific,IV Lagoon,21.76,NA,13.27,357,NA,3,
Cordeiro & Costa 2010,1048_2,Published,BRA,Brazil,-46.409667,-23.98140556,Atlantic East Pacific,IV Lagoon,21.86,NA,15.38,410,NA,3,
Cordeiro & Costa 2010,1048_3,Published,BRA,Brazil,-46.422811,-23.97941944,Atlantic East Pacific,IV Lagoon,19.43,NA,12.15,410,NA,3,
Cordeiro & Costa 2010,1048_4,Published,BRA,Brazil,-46.424628,-23.97519444,Atlantic East Pacific,IV Lagoon,14.27,NA,7.66,479,NA,3,
Cordeiro & Costa 2010,1048_5,Published,BRA,Brazil,-46.424383,-23.9328,Atlantic East Pacific,IV Lagoon,16.1,NA,9.91,487,NA,3,
Cordeiro & Costa 2010,1048_6,Published,BRA,Brazil,-46.421708,-23.93722222,Atlantic East Pacific,IV Lagoon,23.8,NA,15.96,359,NA,3,
Cordeiro & Costa 2010,1048_7,Published,BRA,Brazil,-46.393839,-23.93283056,Atlantic East Pacific,IV Lagoon,21.3,NA,5.45,153,NA,3,
Cordeiro & Costa 2010,1048_8,Published,BRA,Brazil,-46.404419,-23.92020556,Atlantic East Pacific,IV Lagoon,24.13,NA,12.2,267,NA,3,
Coronado-Molina et al. 2004,1049,Published,USA,United States,-80.651953,25.22258611,Atlantic East Pacific,V Carbonate,NA,NA,NA,NA,12.5,1,
Coronado-Molina et al. 2012,16_1,Published,MEX,Mexico,-91.758113,18.647184,Atlantic East Pacific,IV Lagoon,8.1,5,8.6,1670,23.18,NA,
Coronado-Molina et al. 2012,16_2,Published,MEX,Mexico,-91.758113,18.647184,Atlantic East Pacific,IV Lagoon,11.69,10,33.2,3095,178.95,NA,
Coronado-Molina et al. 2012,16_3,Published,USA,United States,-80.698789,25.180938,Atlantic East Pacific,V Carbonate,1.81,1,4.4,17017,2.37,1,
Coronado-Molina et al. 2012,16_4,Published,USA,United States,-80.698789,25.180938,Atlantic East Pacific,V Carbonate,9.41,4.7,12.9,1854,32.68,3,
Coronado-Molina et al. 2012,16_5,Published,USA,United States,-80.698789,25.180938,Atlantic East Pacific,V Carbonate,8.08,5.2,16.9,3294,47.37,3,
Coronado-Molina et al. 2012,16_6,Published,MEX,Mexico,-91.978886,18.603491,Atlantic East Pacific,IV Lagoon,24.84,12.5,79.9,1650,538.33,3,
Costa 2010,1050,Published,BRA,Brazil,-36.493925,-5.10336389,Atlantic East Pacific,II Small delta,NA,NA,NA,NA,16.41,NA,
Coulter et al. 2001,594_1,Published,VNM,Vietnam,106.925994,20.822083,Indo West Pacific,V Carbonate,NA,NA,NA,NA,NA,5,
Coutinho 1999,1051_1,Published,BRA,Brazil,-34.957778,-6.78,Atlantic East Pacific,III Tidal system,5.8,4.35,16.17,4886,37.91,2,
Coutinho 1999,1051_2,Published,BRA,Brazil,-34.957778,-6.78,Atlantic East Pacific,III Tidal system,4.3,4.7,11.45,2967,29.01,2,
Couto 1996,1052_1,Published,BRA,Brazil,-48.415081,-25.55729167,Atlantic East Pacific,IV Lagoon,13.3,8.6,25,1900,115.89,1,
Couto 1996,1052_10,Published,BRA,Brazil,-48.415081,-25.55729167,Atlantic East Pacific,IV Lagoon,8.4,3.7,2,200,3.99,1,
Couto 1996,1052_4,Published,BRA,Brazil,-48.415081,-25.55729167,Atlantic East Pacific,IV Lagoon,12.8,7.5,13,1000,52.55,1,
Couto 1996,1052_5,Published,BRA,Brazil,-48.415081,-25.55729167,Atlantic East Pacific,IV Lagoon,9.9,3.2,18,2700,31.05,1,
Couto 1996,1052_6,Published,BRA,Brazil,-48.415081,-25.55729167,Atlantic East Pacific,IV Lagoon,7.7,8,20,1200,86.24,1,
Couto 1996,1052_9,Published,BRA,Brazil,-48.415081,-25.55729167,Atlantic East Pacific,IV Lagoon,5.7,4.9,24,1200,63.39,1,
Cox & Allan 1999,1053,Published,USA,United States_Hawaii,-157.766756,21.45441667,Atlantic East Pacific,II Small delta,3.9,14,37.16,24430,279,1,
Cruz et al. 2013,1054_1,Published,BRA,Brazil,-46.669167,-0.93472222,Atlantic East Pacific,III Tidal system,14.11,NA,30.17,1750,NA,1,
Cruz et al. 2013,1054_2,Published,BRA,Brazil,-46.669167,-0.93472222,Atlantic East Pacific,III Tidal system,14.7,NA,35.34,1750,NA,2,
Cruz et al. 2013,1054_3,Published,BRA,Brazil,-46.669167,-0.93472222,Atlantic East Pacific,III Tidal system,18.67,12.27,58.39,1225,386.16,3,
Cunha 2001,1055_1,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,12.42,4.2,29.34,2407,66.42,1,
Cunha 2001,1055_10,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,4.75,3,10.95,7293,17.71,3,
Cunha 2001,1055_11,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,5.1,3.04,12.77,4641,20.94,3,
Cunha 2001,1055_12,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,11.2,5.04,35.97,2904,97.67,3,
Cunha 2001,1055_13,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,8.55,5.87,22.14,3872,70.07,3,
Cunha 2001,1055_14,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,8.89,3.34,13.29,5440,23.91,3,
Cunha 2001,1055_15,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,4.9,2.95,8.66,6672,13.78,3,
Cunha 2001,1055_16,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,4.7,2.49,11.83,7603,15.86,3,
Cunha 2001,1055_17,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,6.61,3.82,27.85,4072,57.38,3,
Cunha 2001,1055_18,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,7.7,4.54,18.92,4599,46.34,3,
Cunha 2001,1055_19,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,3.98,2.46,13.87,11689,18.37,3,
Cunha 2001,1055_2,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,8.28,3.62,24.55,1713,47.87,3,
Cunha 2001,1055_20,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,6.5,2.85,29.89,12024,45.99,3,
Cunha 2001,1055_21,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,4.49,2.69,16.77,8048,24.35,3,
Cunha 2001,1055_22,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,5.71,3.39,20.57,7500,37.55,3,
Cunha 2001,1055_23,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,5.4,3.43,10.86,4875,20.06,3,
Cunha 2001,1055_24,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,3.06,3.47,13,20025,24.32,3,
Cunha 2001,1055_25,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,5.3,2.12,17.29,20525,19.72,3,
Cunha 2001,1055_26,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,3.04,1.49,10.29,17275,8.27,2,
Cunha 2001,1055_27,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,10.69,4.44,36.5,3585,87.38,3,
Cunha 2001,1055_28,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,5.36,3.96,12.6,5524,26.89,3,
Cunha 2001,1055_29,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,4.4,2.29,12.69,6805,15.7,2,
Cunha 2001,1055_3,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,11.79,3.65,10.7,613,21.07,2,
Cunha 2001,1055_30,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,3.93,2.72,11.36,6439,16.63,3,
Cunha 2001,1055_31,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,4.29,2.08,15.09,6439,16.95,3,
Cunha 2001,1055_32,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,11.33,5.2,16.4,1793,46.02,3,
Cunha 2001,1055_33,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,10.89,4.42,15.17,2241,36.16,3,
Cunha 2001,1055_34,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,10.24,4.13,12.42,1759,27.63,3,
Cunha 2001,1055_35,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,5.5,3.1,13.03,6207,21.8,3,
Cunha 2001,1055_36,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,3.24,2.26,6.46,7724,7.87,3,
Cunha 2001,1055_37,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,4.44,2.26,8.31,10897,10.13,3,
Cunha 2001,1055_4,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,8.12,4.09,21.7,2982,47.8,2,
Cunha 2001,1055_5,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,10.16,3.49,22.52,3405,42.4,3,
Cunha 2001,1055_6,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,8.34,4.21,17.27,2908,39.22,2,
Cunha 2001,1055_7,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,13.19,5.53,17.15,1288,51.16,2,
Cunha 2001,1055_8,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,5.89,4.14,19.33,7624,43.12,3,
Cunha 2001,1055_9,Published,BRA,Brazil,-48.75,-26.2,Atlantic East Pacific,III Tidal system,5.45,3.55,14.3,8177,27.35,3,
Cunha et al. 2006,72,Published,BRA,Brazil,-48.75072,-26.204539,Atlantic East Pacific,III Tidal system,13.18,3.51,64.59,4734,28.93,3,
Cunha-Lignon 2001,1056_1,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,2.13,2.02,12.4,34817,13.5,2,
Cunha-Lignon 2001,1056_10,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,4.61,4.5,38.65,23167,93.75,2,
Cunha-Lignon 2001,1056_11,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,6.35,7.6,18.14,5731,74.31,3,
Cunha-Lignon 2001,1056_12,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,6.39,6.72,19.22,5996,69.62,2,
Cunha-Lignon 2001,1056_13,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,3.69,4.9,13.93,13033,36.79,3,
Cunha-Lignon 2001,1056_14,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,5.55,6.81,25.23,10434,92.61,1,
Cunha-Lignon 2001,1056_15,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,4.47,5.01,16.36,10430,44.18,2,
Cunha-Lignon 2001,1056_16,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,2.74,3.71,16.8,28506,33.59,2,
Cunha-Lignon 2001,1056_17,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,5.5,6.46,20.92,8810,72.84,2,
Cunha-Lignon 2001,1056_2,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,5.47,3.91,15.53,6612,32.73,3,
Cunha-Lignon 2001,1056_20,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,4.01,3.93,23.23,18403,49.21,2,
Cunha-Lignon 2001,1056_21,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,4.34,4.78,19.22,12999,49.52,3,
Cunha-Lignon 2001,1056_22,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,6.26,3.6,20.32,6605,39.43,3,
Cunha-Lignon 2001,1056_24,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,3.12,3.37,42.34,55408,76.91,3,
Cunha-Lignon 2001,1056_25,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,3.76,4.13,13.87,12498,30.88,1,
Cunha-Lignon 2001,1056_26,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,7.63,7.62,32.9,7199,135.13,1,
Cunha-Lignon 2001,1056_27,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,8.23,5.77,28.17,5298,87.61,3,
Cunha-Lignon 2001,1056_28,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,6.58,6.31,32.31,9506,109.89,2,
Cunha-Lignon 2001,1056_29,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,4.99,3.38,13.04,6671,23.76,3,
Cunha-Lignon 2001,1056_3,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,9.33,5.42,20.07,2937,58.63,3,
Cunha-Lignon 2001,1056_30,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,3.92,3.24,15.44,12800,26.96,2,
Cunha-Lignon 2001,1056_31,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,8.07,5.43,19.94,3900,58.36,2,
Cunha-Lignon 2001,1056_32,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,3.44,2.91,11.64,12530,18.26,2,
Cunha-Lignon 2001,1056_33,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,3.95,2.83,10.76,8785,16.41,1,
Cunha-Lignon 2001,1056_34,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,2.88,2.28,15.36,23590,18.88,2,
Cunha-Lignon 2001,1056_35,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,5.45,3.65,23.97,10280,47.16,2,
Cunha-Lignon 2001,1056_36,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,5.08,3.44,18.59,9177,34.47,2,
Cunha-Lignon 2001,1056_37,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,3.65,2.81,17.1,16351,25.9,2,
Cunha-Lignon 2001,1056_38,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,5.63,4.06,12.27,4931,26.85,1,
Cunha-Lignon 2001,1056_39,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,5.63,3.28,13.97,5614,24.7,2,
Cunha-Lignon 2001,1056_4,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,11.1,5.58,25.42,2628,76.45,3,
Cunha-Lignon 2001,1056_40,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,6.74,5.34,12.86,3606,37.01,1,
Cunha-Lignon 2001,1056_41,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,10.96,4.16,29.61,3140,66.39,2,
Cunha-Lignon 2001,1056_5,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,5.04,3.54,35.92,18014,66.8,2,
Cunha-Lignon 2001,1056_6,Published,BRA,Brazil,-47.950833,-25.04833333,Atlantic East Pacific,IV Lagoon,10.41,4.51,34.88,4100,84.79,3,
Dahdouh-Guebas et al. 2002,556_1,Published,KEN,Kenya,39.960472,-3.370578,Indo West Pacific,II Small delta,9.1,8.9,6.97,1076,33.44,5,
Dahdouh-Guebas et al. 2002,556_3,Published,LKA,Sri Lanka,79.810792,7.515929,Indo West Pacific,II Small delta,8.2,6.2,10.12,1915,33.82,NA,
Dawes et al. 1999,1058_1,Published,USA,United States,-82.516667,27.68333333,Atlantic East Pacific,V Carbonate,5.8,5.8,20.9,6000,65.34,NA,
Dawes et al. 1999,1058_2,Published,USA,United States,-82.516667,27.68333333,Atlantic East Pacific,V Carbonate,5.9,7,20.2,5200,76.21,NA,
Day et al. 1987,14_1,Published,MEX,Mexico,-91.758113,18.647184,Atlantic East Pacific,IV Lagoon,6.29,6,23.3,7510,120,3,
Day et al. 1987,14_2,Published,MEX,Mexico,-91.789471,18.484017,Atlantic East Pacific,IV Lagoon,11.39,20,34.2,3360,135,3,
Day et al. 1996,15_1,Published,MEX,Mexico,-91.758113,18.647184,Atlantic East Pacific,IV Lagoon,9.63,8,26.3,3610,164,NA,
Day et al. 1996,15_2,Published,MEX,Mexico,-91.758113,18.647184,Atlantic East Pacific,IV Lagoon,8.83,6,10.4,1700,57.8,NA,
Day et al. 1996,15_3,Published,MEX,Mexico,-91.758113,18.647184,Atlantic East Pacific,IV Lagoon,5.31,4,3.8,1720,17.4,NA,
Day et al. 1996,15_4,Published,MEX,Mexico,-91.758113,18.647184,Atlantic East Pacific,IV Lagoon,9.76,6,11.9,1590,73,NA,
Dayarathne & Kumara 2013,550_1,Published,LKA,Sri Lanka,80.846879,6.05469,Indo West Pacific,II Small delta,NA,NA,37,NA,137.1,2,
Dayarathne & Kumara 2013,550_2,Published,LKA,Sri Lanka,80.846879,6.05469,Indo West Pacific,II Small delta,NA,NA,43.1,NA,201.8,2,
Dayarathne & Kumara 2013,550_3,Published,LKA,Sri Lanka,80.846879,6.05469,Indo West Pacific,II Small delta,NA,NA,22.1,NA,62.4,2,
Dayarathne & Kumara 2013,550_4,Published,LKA,Sri Lanka,80.846879,6.05469,Indo West Pacific,II Small delta,NA,NA,19.4,NA,68.7,2,
de la Cruz et al. 1967,23,Published,PHL,Philippines,121.056839,13.733711,Indo West Pacific,II Small delta,NA,NA,NA,NA,45.94,NA,
Deus 2000,1061_3,Published,BRA,Brazil,-41.684564,-2.88823611,Atlantic East Pacific,III Tidal system,19.5,11.2,34,955,205.25,3,
Devi & Pathak 2016,558_1,Published,IND,India,72.248979,21.735948,Indo West Pacific,III Tidal system,2.6,0.72,5.23,9722,2.02,1,
Devi & Pathak 2016,558_2,Published,IND,India,72.789723,21.058417,Indo West Pacific,III Tidal system,2.4,0.82,0.7,1600,0.31,2,
Devi & Pathak 2016,558_3,Published,IND,India,72.831081,20.955342,Indo West Pacific,III Tidal system,3.2,1.33,3,3811,2.15,3,
Devi & Pathak 2016,558_4,Published,IND,India,72.538016,21.740553,Indo West Pacific,III Tidal system,1.7,1.15,0.48,2056,0.3,1,
Dom???guez-Cadena et al. 2016,1062_1,Published,MEX,Mexico,-111.394081,26.27898333,Atlantic East Pacific,VI Arheic,4.76,3.81,3.65,2053,7.5,3,
Dom???guez-Cadena et al. 2016,1062_2,Published,MEX,Mexico,-111.394081,26.27898333,Atlantic East Pacific,VI Arheic,4.93,5,4,2094,10.78,3,
Doughty et al. 2015,3061_1,Published,USA,United States,-80.740427,28.718291,Atlantic East Pacific,IV Lagoon,NA,NA,NA,NA,61,3,
Doughty et al. 2015,3061_2,Published,USA,United States,-80.740427,28.718291,Atlantic East Pacific,IV Lagoon,NA,NA,NA,NA,179,3,
Duke & Khan 1999,3053_1,Published,HKG ,Hong Kong,114.029883,22.492523,Indo West Pacific,III Tidal system,7.75,3.48,13.2,2800,24.76,2,
Duke & Khan 1999,3053_10,Published,HKG ,Hong Kong,114.029883,22.492523,Indo West Pacific,III Tidal system,3.77,1.69,11.36,10200,10.37,3,
Duke & Khan 1999,3053_11,Published,HKG ,Hong Kong,114.029883,22.492523,Indo West Pacific,III Tidal system,2.6,1.32,2.23,4200,1.58,4,
Duke & Khan 1999,3053_12,Published,HKG ,Hong Kong,114.029883,22.492523,Indo West Pacific,III Tidal system,3.25,1.48,3.98,4800,3.18,4,
Duke & Khan 1999,3053_13,Published,HKG ,Hong Kong,114.029883,22.492523,Indo West Pacific,III Tidal system,3.08,1.45,2.67,3600,2.08,4,
Duke & Khan 1999,3053_14,Published,HKG ,Hong Kong,114.029883,22.492523,Indo West Pacific,III Tidal system,2.93,1.5,2.28,3400,1.85,4,
Duke & Khan 1999,3053_15,Published,HKG ,Hong Kong,114.029883,22.492523,Indo West Pacific,III Tidal system,2.88,1.42,4.28,6600,3.28,4,
Duke & Khan 1999,3053_16,Published,HKG ,Hong Kong,114.029883,22.492523,Indo West Pacific,III Tidal system,3.53,1.45,8,8200,6.23,4,
Duke & Khan 1999,3053_17,Published,HKG ,Hong Kong,114.029883,22.492523,Indo West Pacific,III Tidal system,5.53,2.05,14.86,6200,16.4,4,
Duke & Khan 1999,3053_18,Published,HKG ,Hong Kong,114.029883,22.492523,Indo West Pacific,III Tidal system,3.28,1.72,8.42,10000,7.78,4,
Duke & Khan 1999,3053_19,Published,HKG ,Hong Kong,114.029883,22.492523,Indo West Pacific,III Tidal system,1.9,1.08,16.89,59600,9.86,3,
Duke & Khan 1999,3053_2,Published,HKG ,Hong Kong,114.029883,22.492523,Indo West Pacific,III Tidal system,5.1,3.56,11.03,5400,21.13,2,
Duke & Khan 1999,3053_3,Published,HKG ,Hong Kong,114.029883,22.492523,Indo West Pacific,III Tidal system,4.93,3.23,12.23,6400,21.31,3,
Duke & Khan 1999,3053_4,Published,HKG ,Hong Kong,114.029883,22.492523,Indo West Pacific,III Tidal system,5.93,3.06,23.21,8400,38.29,3,
Duke & Khan 1999,3053_5,Published,HKG ,Hong Kong,114.029883,22.492523,Indo West Pacific,III Tidal system,5.87,2.95,14.05,5200,22.36,3,
Duke & Khan 1999,3053_6,Published,HKG ,Hong Kong,114.029883,22.492523,Indo West Pacific,III Tidal system,6.18,2.2,35.32,11800,41.93,4,
Duke & Khan 1999,3053_7,Published,HKG ,Hong Kong,114.029883,22.492523,Indo West Pacific,III Tidal system,4.35,1.62,19.31,13000,16.81,4,
Duke & Khan 1999,3053_8,Published,HKG ,Hong Kong,114.029883,22.492523,Indo West Pacific,III Tidal system,5.5,2.16,18.52,7800,21.51,4,
Duke & Khan 1999,3053_9,Published,HKG ,Hong Kong,114.029883,22.492523,Indo West Pacific,III Tidal system,4.67,2.87,10.94,6400,16.91,3,
Duke 1988,39_1,Published,AUS,Australia,146.016667,-18.083333,Indo West Pacific,II Small delta,NA,12.5,NA,NA,NA,1,
Duke 1988,39_2,Published,AUS,Australia,146.016667,-18.083333,Indo West Pacific,II Small delta,NA,25,NA,NA,NA,NA,
Duke 1988,39_3,Published,AUS,Australia,150.75,-22.583333,Indo West Pacific,II Small delta,NA,15,NA,NA,NA,1,
Duke 2013,3056_1,Published,WSM,Samoa,-172.484053,-13.651038,Atlantic East Pacific,III Tidal system,NA,7.2,58.8,NA,269.9,1,
Duke 2013,3056_10,Published,SLB,Solomon Islands,160.226544,-9.653135,Indo West Pacific,II Small delta,22.8,14.3,59.5,1464,553.8,NA,
Duke 2013,3056_11,Published,VUT,Vanuatu,166.897436,-15.358477,Indo West Pacific,III Tidal system,9.4,6.3,32.4,4670,148.8,1,
Duke 2013,3056_12,Published,SLB,Solomon Islands,160.226544,-9.653135,Indo West Pacific,II Small delta,19.7,11.3,41.9,1380,296.1,1,
Duke 2013,3056_13,Published,FJI,Fiji,178.006702,-17.782541,Indo West Pacific,III Tidal system,30.1,5.9,75.9,1066,201.2,1,
Duke 2013,3056_14,Published,VUT,Vanuatu,166.897436,-15.358477,Indo West Pacific,III Tidal system,18.7,7.6,52.7,1913,193.1,1,
Duke 2013,3056_15,Published,VUT,Vanuatu,166.897436,-15.358477,Indo West Pacific,III Tidal system,26.6,5.4,68.3,1226,189.5,1,
Duke 2013,3056_16,Published,TON,Tonga,-175.191988,-21.17274,Atlantic East Pacific,III Tidal system,13.6,4.3,67.8,4669,128.3,1,
Duke 2013,3056_17,Published,TON,Tonga,-175.191988,-21.17274,Atlantic East Pacific,III Tidal system,9.1,5.2,43,6561,102.7,1,
Duke 2013,3056_2,Published,TON,Tonga,-175.191988,-21.17274,Atlantic East Pacific,III Tidal system,14.2,4.1,73.7,4669,125.3,1,
Duke 2013,3056_3,Published,FJI,Fiji,178.006702,-17.782541,Indo West Pacific,III Tidal system,NA,9.9,42.2,NA,247.5,1,
Duke 2013,3056_4,Published,VUT,Vanuatu,166.897436,-15.358477,Indo West Pacific,III Tidal system,NA,11.7,69.5,NA,463,1,
Duke 2013,3056_5,Published,SLB,Solomon Islands,160.226544,-9.653135,Indo West Pacific,II Small delta,22.7,18.4,34.4,852,400.6,1,
Duke 2013,3056_6,Published,WSM,Samoa,-172.484053,-13.651038,Atlantic East Pacific,III Tidal system,NA,4.2,32.7,NA,79,NA,
Duke 2013,3056_7,Published,TON,Tonga,-175.191988,-21.17274,Atlantic East Pacific,III Tidal system,6.2,4,16.3,5474,39.1,NA,
Duke 2013,3056_8,Published,FJI,Fiji,178.006702,-17.782541,Indo West Pacific,III Tidal system,NA,9.2,34.5,NA,192.4,NA,
Duke 2013,3056_9,Published,VUT,Vanuatu,166.897436,-15.358477,Indo West Pacific,III Tidal system,NA,6.4,20.7,NA,79.6,NA,
Duke et al. 2015,3054_1,Published,AUS,Australia_Torres Strait,142.675937,-9.415578,Indo West Pacific,III Tidal system,NA,16.9,55.7,NA,473.6,1,
Duke et al. 2015,3054_10,Published,AUS,Australia_Torres Strait,142.232247,-9.2754,Indo West Pacific,III Tidal system,NA,19,32,NA,303.8,1,
Duke et al. 2015,3054_11,Published,AUS,Australia_Torres Strait,142.675937,-9.415578,Indo West Pacific,III Tidal system,NA,8.3,18.5,NA,91.4,1,
Duke et al. 2015,3054_12,Published,AUS,Australia_Torres Strait,142.775417,-9.897712,Indo West Pacific,III Tidal system,NA,5.7,46.4,NA,128.4,1,
Duke et al. 2015,3054_13,Published,AUS,Australia_Torres Strait,142.232247,-9.2754,Indo West Pacific,III Tidal system,NA,11,44.4,NA,296,1,
Duke et al. 2015,3054_14,Published,AUS,Australia_Torres Strait,142.675937,-9.415578,Indo West Pacific,III Tidal system,NA,11.8,61.9,NA,441.5,2,
Duke et al. 2015,3054_2,Published,AUS,Australia_Torres Strait,142.775417,-9.897712,Indo West Pacific,III Tidal system,NA,5.1,44.7,NA,138.9,1,
Duke et al. 2015,3054_3,Published,AUS,Australia_Torres Strait,142.675937,-9.415578,Indo West Pacific,III Tidal system,NA,7.4,55.7,NA,269.2,1,
Duke et al. 2015,3054_4,Published,AUS,Australia_Torres Strait,142.646193,-9.771063,Indo West Pacific,III Tidal system,NA,12,52.1,NA,400.6,1,
Duke et al. 2015,3054_5,Published,AUS,Australia_Torres Strait,142.775417,-9.897712,Indo West Pacific,III Tidal system,NA,13.3,40,NA,306,1,
Duke et al. 2015,3054_6,Published,AUS,Australia_Torres Strait,142.232247,-9.2754,Indo West Pacific,III Tidal system,NA,17.1,49.4,NA,463.2,1,
Duke et al. 2015,3054_7,Published,AUS,Australia_Torres Strait,142.675937,-9.415578,Indo West Pacific,III Tidal system,NA,18.1,51.8,NA,494.4,1,
